1.3500000e+003	6.5014286e+003
1.3495000e+003	6.4672997e+003
1.3490000e+003	6.4709445e+003
1.3485000e+003	6.4449666e+003
1.3480000e+003	6.4301221e+003
1.3475000e+003	6.3543092e+003
1.3470000e+003	6.3898962e+003
1.3465000e+003	6.4968561e+003
1.3460000e+003	6.5561015e+003
1.3455000e+003	6.4649801e+003
1.3450000e+003	6.3973183e+003
1.3445000e+003	6.4809512e+003
1.3440000e+003	6.5582885e+003
1.3435000e+003	6.5673012e+003
1.3430000e+003	6.5032841e+003
1.3425000e+003	6.5411906e+003
1.3420000e+003	6.5750547e+003
1.3415000e+003	6.5395338e+003
1.3410000e+003	6.4769085e+003
1.3405000e+003	6.5555713e+003
1.3400000e+003	6.6302577e+003
1.3395000e+003	6.6234983e+003
1.3390000e+003	6.6498075e+003
1.3385000e+003	6.6718754e+003
1.3380000e+003	6.5733316e+003
1.3375000e+003	6.5356239e+003
1.3370000e+003	6.5175983e+003
1.3365000e+003	6.6113043e+003
1.3360000e+003	6.6649170e+003
1.3355000e+003	6.7248916e+003
1.3350000e+003	6.6317157e+003
1.3345000e+003	6.5633910e+003
1.3340000e+003	6.5676323e+003
1.3335000e+003	6.6037498e+003
1.3330000e+003	6.6666402e+003
1.3325000e+003	6.6334388e+003
1.3320000e+003	6.7044142e+003
1.3315000e+003	6.6649835e+003
1.3310000e+003	6.7080589e+003
1.3305000e+003	6.6602780e+003
1.3300000e+003	6.6707487e+003
1.3295000e+003	6.5349613e+003
1.3290000e+003	6.5400641e+003
1.3285000e+003	6.5433112e+003
1.3280000e+003	6.5568303e+003
1.3275000e+003	6.5697531e+003
1.3270000e+003	6.5625298e+003
1.3265000e+003	6.7179996e+003
1.3260000e+003	6.8203868e+003
1.3255000e+003	6.8373518e+003
1.3250000e+003	6.6602117e+003
1.3245000e+003	6.6631276e+003
1.3240000e+003	6.7233671e+003
1.3235000e+003	6.7766484e+003
1.3230000e+003	6.8659806e+003
1.3225000e+003	6.8726077e+003
1.3220000e+003	6.7938124e+003
1.3215000e+003	6.7806246e+003
1.3210000e+003	6.8136933e+003
1.3205000e+003	6.8435810e+003
1.3200000e+003	6.9143576e+003
1.3195000e+003	6.9869234e+003
1.3190000e+003	6.9039533e+003
1.3185000e+003	6.7586229e+003
1.3180000e+003	6.8449066e+003
1.3175000e+003	6.9466973e+003
1.3170000e+003	7.0527295e+003
1.3165000e+003	7.0506090e+003
1.3160000e+003	6.9975266e+003
1.3155000e+003	6.8618718e+003
1.3150000e+003	6.9512038e+003
1.3145000e+003	7.1412665e+003
1.3140000e+003	7.1170116e+003
1.3135000e+003	6.9457034e+003
1.3130000e+003	6.9360279e+003
1.3125000e+003	7.0203899e+003
1.3120000e+003	6.9942132e+003
1.3115000e+003	6.8775115e+003
1.3110000e+003	6.9175387e+003
1.3105000e+003	7.0812258e+003
1.3100000e+003	7.1911678e+003
1.3095000e+003	7.1820888e+003
1.3090000e+003	7.0692309e+003
1.3085000e+003	6.9795012e+003
1.3080000e+003	7.0372888e+003
1.3075000e+003	7.2366954e+003
1.3070000e+003	7.2901753e+003
1.3065000e+003	7.2223148e+003
1.3060000e+003	7.1529964e+003
1.3055000e+003	7.1882520e+003
1.3050000e+003	7.2605527e+003
1.3045000e+003	7.2217185e+003
1.3040000e+003	7.2624746e+003
1.3035000e+003	7.2921635e+003
1.3030000e+003	7.2861328e+003
1.3025000e+003	7.1345068e+003
1.3020000e+003	7.1761908e+003
1.3015000e+003	7.3453123e+003
1.3010000e+003	7.4304694e+003
1.3005000e+003	7.4214566e+003
1.3000000e+003	7.2694330e+003
1.2995000e+003	7.3094602e+003
1.2990000e+003	7.1942165e+003
1.2985000e+003	7.0824851e+003
1.2980000e+003	7.0633330e+003
1.2975000e+003	7.2291409e+003
1.2970000e+003	7.3394805e+003
1.2965000e+003	7.3793089e+003
1.2960000e+003	7.3585663e+003
1.2955000e+003	7.3881891e+003
1.2950000e+003	7.4665203e+003
1.2945000e+003	7.4388194e+003
1.2940000e+003	7.3002485e+003
1.2935000e+003	7.2757286e+003
1.2930000e+003	7.2819580e+003
1.2925000e+003	7.2811627e+003
1.2920000e+003	7.3001159e+003
1.2915000e+003	7.3327208e+003
1.2910000e+003	7.2787107e+003
1.2905000e+003	7.3225814e+003
1.2900000e+003	7.3715550e+003
1.2895000e+003	7.3719527e+003
1.2890000e+003	7.3165510e+003
1.2885000e+003	7.3800378e+003
1.2880000e+003	7.4824914e+003
1.2875000e+003	7.5267598e+003
1.2870000e+003	7.5013121e+003
1.2865000e+003	7.3197983e+003
1.2860000e+003	7.2412683e+003
1.2855000e+003	7.3350404e+003
1.2850000e+003	7.5381582e+003
1.2845000e+003	7.6107903e+003
1.2840000e+003	7.5531354e+003
1.2835000e+003	7.5394174e+003
1.2830000e+003	7.4762619e+003
